SampleID,Source_ID,Sample_or_Control,Age,Taxonomic_ID,ParentLot,WildMonth,RecYear,PairedParent,AnimalSource,SourceCollector,Type_of_Source,JGL_EventID,csv_DateCollect,Sample_Collector,Sample_Type,Date1stFeed,Date2ndFeed,Da1F,Da2F,Meal,MealLot1,MealLot2,Project_Name,Treatment,Kit_Name,Lot_Number,csv_dateDNAextract,DNA_extractor,Qubit,Taq_Name,Taq_Lot,PCR_Experimenter,csv_PCRDate,PostPCR_QuantMethod,PostPCRDNA_ng_uL,Run_ID,Gene_Name,Amplicon_Size,Primers_Used
A42hF050317EMbBD,A42hF050317EMb,Sample,A,Hverbana,BBEZ081616,,2016,A42hF050317EMb,BBEZ,McClureE,Animal,Control2017_0503,2017_0503,McClureE,Bladder,5/1/17,none,2,none,sBlood,17E52641,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM061717,2017_0618,McClureE,1.39,Phusion,10010076,McClureE,2018_1105,Qubit,3.88,181109_M03075_0240_000000000-C2NFM,16Sv4,287,519F/806R
A42hF050317EMc-bD435,A42hF050317EMc,Sample,A,Hverbana,BBEZ081616,,2016,A42hF050317EMc,BBEZ,McClureE,Animal,Control2017_0503,2017_0503,McClureE,Bladder,1/17/05,none,2,none,sBlood,17E52641,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM122116,2017_0613,McClureE,0.117,Phusion,291704,McClureE,2017_0708,QIAxcel,0.4,170914_M03075_0158_000000000-BD6FG,16Sv4,287,519F/806R
A42hF050317EMc-iD521,A42hF050317EMc,Sample,A,Hverbana,BBEZ081616,,2016,A42hF050317EMc,BBEZ,McClureE,Animal,Control2017_0503,2017_0503,McClureE,ILF,1/17/05,none,2,none,sBlood,17E52641,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM061717,2018_0201,McClureE,3.51,Phusion,311709,McClureE,2018_0201,QIAxcel,1.83,180203_M03075_0181_000000000-BFFBD,16Sv4,287,519F/806R
A7dF051717EMa-uD534,A7dF051717EMa,Sample,A,Hverbana,BBEZ081616,,2016,A7dF051717EMa,BBEZ,McClureE,Animal,Control2017_0517,2017_0517,McClureE,Intestinum,10/17/05,none,7,none,sBlood,17E52287,none,NIH_Leech_Microbiome,Control,EMbeat ,121214EM061717,2017_0816,McClureE,10,Phusion,291704,McClureE,2017_1108,QIAxcel,2.41,171110_M03075_0167_000000000-B6GCW,16Sv4,287,519F/806R
A042117JGa-bD501,A042117JGa,Sample,A,Hverbana,BBEZ011217F,,2016,A042117JGa,BBEZ,McClureE,Animal,UCdeposit2017_0421,2017_0421,GrafJ,Bladder,12/17/01,none,99,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM122116,2017_0612,McClureE,0.909,Phusion,311709,McClureE,2018_0201,QIAxcel,0.59,180203_M03075_0181_000000000-BFFBD,16Sv4,287,519F/806R
A042117JGa-iD529,A042117JGa,Sample,A,Hverbana,BBEZ011217F,,2016,A042117JGa,BBEZ,McClureE,Animal,UCdeposit2017_0421,2017_0421,GrafJ,ILF,12/17/01,none,99,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM122116,2017_0611,McClureE,6.05,Phusion,311709,McClureE,2018_0201,QIAxcel,3.84,180203_M03075_0181_000000000-BFFBD,16Sv4,287,519F/806R
A042117JGb-bD573,A042117JGb,Sample,A,Hverbana,BBEZ011217F,,2016,A042117JGb,BBEZ,McClureE,Animal,UCdeposit2017_0421,2017_0421,GrafJ,Bladder,12/17/01,none,99,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM102617,2017_1104,McClureE,2.12,Phusion,291704,McClureE,2017_1108,QIAxcel,2.15,171110_M03075_0167_000000000-B6GCW,16Sv4,287,519F/806R
A042117JGc-iD514,A042117JGc,Sample,A,Hverbana,BBEZ011217F,,2016,A042117JGc,BBEZ,McClureE,Animal,UCdeposit2017_0421,2017_0421,GrafJ,ILF,12/17/01,none,99,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM102617,2017_1104,McClureE,2.85,Phusion,311709,McClureE,2018_0201,QIAxcel,3.68,180203_M03075_0181_000000000-BFFBD,16Sv4,287,519F/806R
A042117JGd-bD594,A042117JGd,Sample,A,Hverbana,BBEZ011217F,,2016,A042117JGd,BBEZ,McClureE,Animal,UCdeposit2017_0421,2017_0421,GrafJ,Bladder,12/17/01,none,99,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM061717,2017_0815,McClureE,0.14,Phusion,291704,McClureE,2017_1108,QIAxcel,0.69,171110_M03075_0167_000000000-B6GCW,16Sv4,287,519F/806R
A042117JGd-iD516,A042117JGd,Sample,A,Hverbana,BBEZ011217F,,2016,A042117JGd,BBEZ,McClureE,Animal,UCdeposit2017_0421,2017_0421,GrafJ,ILF,12/17/01,none,99,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM102617,2017_1104,McClureE,2.86,Phusion,311709,McClureE,2018_0201,QIAxcel,3.04,180203_M03075_0181_000000000-BFFBD,16Sv4,287,519F/806R
A042317EMe-iD513,A042317EMe,Sample,A,Hverbana,BBEZ011217F,,2016,A042317EMe,BBEZ,McClureE,Animal,UCdeposit2017_0423,2017_0423,McClureE,ILF,12/17/01,none,101,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM102617,2017_1104,McClureE,2.54,Phusion,311709,McClureE,2018_0201,QIAxcel,2.34,180203_M03075_0181_000000000-BFFBD,16Sv4,287,519F/806R
A042317EMe-uD528,A042317EMe,Sample,A,Hverbana,BBEZ011217F,,2016,A042317EMe,BBEZ,McClureE,Animal,UCdeposit2017_0423,2017_0423,McClureE,Intestinum,12/17/01,none,101,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM102617,2017_1104,McClureE,5.65,Phusion,311709,McClureE,2018_0201,QIAxcel,1.27,180203_M03075_0181_000000000-BFFBD,16Sv4,287,519F/806R
A042317EMf-iD508,A042317EMf,Sample,A,Hverbana,BBEZ011217F,,2016,A042317EMf,BBEZ,McClureE,Animal,UCdeposit2017_0423,2017_0423,McClureE,ILF,12/17/01,none,101,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM102617,2017_1104,McClureE,2.02,Phusion,311709,McClureE,2018_0201,QIAxcel,2.48,180203_M03075_0181_000000000-BFFBD,16Sv4,287,519F/806R
A042317EMf-uD559,A042317EMf,Sample,A,Hverbana,BBEZ011217F,,2016,A042317EMf,BBEZ,McClureE,Animal,UCdeposit2017_0423,2017_0423,McClureE,Intestinum,12/17/01,none,101,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM102617,2017_1103,McClureE,3.25,Phusion,291704,McClureE,2017_1108,QIAxcel,1.76,171110_M03075_0167_000000000-B6GCW,16Sv4,287,519F/806R
A042317EMg-bD592,A042317EMg,Sample,A,Hverbana,BBEZ011217F,,2016,A042317EMg,BBEZ,McClureE,Animal,UCdeposit2017_0423,2017_0423,McClureE,Bladder,12/17/01,none,101,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM061717,2017_0816,McClureE,0.228,Phusion,291704,McClureE,2017_1108,QIAxcel,0.16,171110_M03075_0167_000000000-B6GCW,16Sv4,287,519F/806R
A042317EMg-iD527,A042317EMg,Sample,A,Hverbana,BBEZ011217F,,2016,A042317EMg,BBEZ,McClureE,Animal,UCdeposit2017_0423,2017_0423,McClureE,ILF,12/17/01,none,101,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM102617,2017_1104,McClureE,4.09,Phusion,311709,McClureE,2018_0201,QIAxcel,4.72,180203_M03075_0181_000000000-BFFBD,16Sv4,287,519F/806R
A042317EMh-iD522,A042317EMh,Sample,A,Hverbana,BBEZ011217F,,2016,A042317EMh,BBEZ,McClureE,Animal,UCdeposit2017_0423,2017_0423,McClureE,ILF,12/17/01,none,101,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM102617,2017_1103,McClureE,3.51,Phusion,311709,McClureE,2018_0201,QIAxcel,2.86,180203_M03075_0181_000000000-BFFBD,16Sv4,287,519F/806R
A042317EMh-uD558,A042317EMh,Sample,A,Hverbana,BBEZ011217F,,2016,A042317EMh,BBEZ,McClureE,Animal,UCdeposit2017_0423,2017_0423,McClureE,Intestinum,12/17/01,none,101,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM102617,2017_1103,McClureE,3.26,Phusion,291704,McClureE,2017_1108,QIAxcel,2.03,171110_M03075_0167_000000000-B6GCW,16Sv4,287,519F/806R
A042317EMi-bD500,A042317EMi,Sample,A,Hverbana,BBEZ011217F,,2016,A042317EMi,BBEZ,McClureE,Animal,UCdeposit2017_0423,2017_0423,McClureE,Bladder,12/17/01,none,101,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM061717,2018_0201,McClureE,0.805,Phusion,311709,McClureE,2018_0201,QIAxcel,0.79,180203_M03075_0181_000000000-BFFBD,16Sv4,287,519F/806R
A042317EMi-iD515,A042317EMi,Sample,A,Hverbana,BBEZ011217F,,2016,A042317EMi,BBEZ,McClureE,Animal,UCdeposit2017_0423,2017_0423,McClureE,ILF,12/17/01,none,101,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM102617,2017_1027,McClureE,2.86,Phusion,311709,McClureE,2018_0201,QIAxcel,3.61,180203_M03075_0181_000000000-BFFBD,16Sv4,287,519F/806R
A042317EMi-uD517,A042317EMi,Sample,A,Hverbana,BBEZ011217F,,2016,A042317EMi,BBEZ,McClureE,Animal,UCdeposit2017_0423,2017_0423,McClureE,Intestinum,12/17/01,none,101,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM102617,2017_1027,McClureE,3.24,Phusion,311709,McClureE,2018_0201,QIAxcel,3.64,180203_M03075_0181_000000000-BFFBD,16Sv4,287,519F/806R
A042317EMj-iD504,A042317EMj,Sample,A,Hverbana,BBEZ011217F,,2016,A042317EMj,BBEZ,McClureE,Animal,UCdeposit2017_0423,2017_0423,McClureE,ILF,12/17/01,none,101,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM061717,2017_0618,McClureE,1.27,Phusion,311709,McClureE,2018_0201,QIAxcel,3.07,180203_M03075_0181_000000000-BFFBD,16Sv4,287,519F/806R
A042317EMj-uD540,A042317EMj,Sample,A,Hverbana,BBEZ011217F,,2016,A042317EMj,BBEZ,McClureE,Animal,UCdeposit2017_0423,2017_0423,McClureE,Intestinum,12/17/01,none,101,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM061717,2017_0815,McClureE,5.86,Phusion,291704,McClureE,2017_1108,QIAxcel,4.02,171110_M03075_0167_000000000-B6GCW,16Sv4,287,519F/806R
A042317EMjBD,A042317EMj,Sample,A,Hverbana,BBEZ011217F,,2016,A042317EMj,BBEZ,McClureE,Animal,UCdeposit2017_0423,2017_0423,McClureE,Bladder,1/12/17,none,101,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM122116,2017_0612,McClureE,1.27,Phusion,10010076,McClureE,2018_1105,Qubit,1.92,181109_M03075_0240_000000000-C2NFM,16Sv4,287,519F/806R
A042317EMk-iD507,A042317EMk,Sample,A,Hverbana,BBEZ011217F,,2016,A042317EMk,BBEZ,McClureE,Animal,UCdeposit2017_0423,2017_0423,McClureE,ILF,12/17/01,none,101,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM061717,2017_0618,McClureE,1.84,Phusion,311709,McClureE,2018_0201,QIAxcel,3.13,180203_M03075_0181_000000000-BFFBD,16Sv4,287,519F/806R
A042317EMkBD,A042317EMk,Sample,A,Hverbana,BBEZ011217F,,2016,A042317EMk,BBEZ,McClureE,Animal,UCdeposit2017_0423,2017_0423,McClureE,Bladder,1/12/17,none,101,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM122116,2017_0616,McClureE,2.41,Phusion,10010076,McClureE,2018_1105,Qubit,1.83,181109_M03075_0240_000000000-C2NFM,16Sv4,287,519F/806R
A042317EMkUD,A042317EMk,Sample,A,Hverbana,BBEZ011217F,,2016,A042317EMk,BBEZ,McClureE,Animal,UCdeposit2017_0423,2017_0423,McClureE,Intestinum,1/12/17,none,101,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,101618EM101618,2018_1016,McClureE,8.37,Phusion,10010076,McClureE,2018_1105,Qubit,3.45,181109_M03075_0240_000000000-C2NFM,16Sv4,287,519F/806R
A043017EMl-bD584,A043017EMl,Sample,A,Hverbana,BBEZ011217F,,2016,A043017EMl,BBEZ,McClureE,Animal,UCdeposit2017_0430,2017_0430,McClureE,Bladder,12/17/01,none,108,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM061717,2017_0618,McClureE,1,Phusion,291704,McClureE,2017_1108,QIAxcel,0.16,171110_M03075_0167_000000000-B6GCW,16Sv4,287,519F/806R
A043017EMlID,A043017EMl,Sample,A,Hverbana,BBEZ011217F,,2016,A043017EMl,BBEZ,McClureE,Animal,UCdeposit2017_0430,2017_0430,McClureE,ILF,1/12/17,none,108,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM122116,2017_0613,McClureE,4.2,Phusion,10010076,McClureE,2018_1105,Qubit,1.43,181109_M03075_0240_000000000-C2NFM,16Sv4,287,519F/806R
A043017EMm-iD443,A043017EMm,Sample,A,Hverbana,BBEZ011217F,,2016,A043017EMm,BBEZ,McClureE,Animal,UCdeposit2017_0430,2017_0430,McClureE,ILF,12/17/01,none,108,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM061717,2017_0618,McClureE,1.54,Phusion,291704,McClureE,2017_0708,QIAxcel,3.68,170914_M03075_0158_000000000-BD6FG,16Sv4,287,519F/806R
A043017EMm-uD546,A043017EMm,Sample,A,Hverbana,BBEZ011217F,,2016,A043017EMm,BBEZ,McClureE,Animal,UCdeposit2017_0430,2017_0430,McClureE,Intestinum,12/17/01,none,108,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM102617,2017_1027,McClureE,4.67,Phusion,291704,McClureE,2017_1108,QIAxcel,2.44,171110_M03075_0167_000000000-B6GCW,16Sv4,287,519F/806R
A050217EMoUD,A050217EMo,Sample,A,Hverbana,BBEZ011217F,,2016,A050217EMo,BBEZ,McClureE,Animal,UCdeposit2017_0502,2017_0502,McClureE,Intestinum,1/12/17,none,110,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,101618EM101618,2018_1016,McClureE,5.24,Phusion,10010076,McClureE,2018_1105,Qubit,3.71,181109_M03075_0240_000000000-C2NFM,16Sv4,287,519F/806R
A050217EMp-uD580,A050217EMp,Sample,A,Hverbana,BBEZ011217F,,2016,A050217EMp,BBEZ,McClureE,Animal,UCdeposit2017_0502,2017_0502,McClureE,Intestinum,12/17/01,none,110,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM102617,2017_1104,McClureE,1.75,Phusion,291704,McClureE,2017_1108,QIAxcel,2.5,171110_M03075_0167_000000000-B6GCW,16Sv4,287,519F/806R
A050217EMr-iD446,A050217EMr,Sample,A,Hverbana,BBEZ011217F,,2016,A050217EMr,BBEZ,McClureE,Animal,UCdeposit2017_0502,2017_0502,McClureE,ILF,12/17/01,none,110,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM061717,2017_0617,McClureE,3.17,Phusion,291704,McClureE,2017_0708,QIAxcel,4.22,170914_M03075_0158_000000000-BD6FG,16Sv4,287,519F/806R
A050217EMr-uD535,A050217EMr,Sample,A,Hverbana,BBEZ011217F,,2016,A050217EMr,BBEZ,McClureE,Animal,UCdeposit2017_0502,2017_0502,McClureE,Intestinum,12/17/01,none,110,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM061717,2017_0816,McClureE,7.91,Phusion,291704,McClureE,2017_1108,QIAxcel,0.71,171110_M03075_0167_000000000-B6GCW,16Sv4,287,519F/806R
A050817EMs-uD556,A050817EMs,Sample,A,Hverbana,BBEZ081616,,2016,A050817EMs,BBEZ,McClureE,Animal,UCdeposit2017_0508,2017_0508,McClureE,Intestinum,12/17/01,none,116,none,sBlood,17A20770,NA,NIH_Leech_Microbiome,Control,EMbeat ,121214EM061717,2017_0815,McClureE,3.42,Phusion,291704,McClureE,2017_1108,QIAxcel,2.52,171110_M03075_0167_000000000-B6GCW,16Sv4,287,519F/806R
A0dF100813EMaID34,A0dF100813EMa,Sample,A,Hverbana,USA042613F,,2013,A0dF100813EMa,USA,McClureE,Animal,Control2013_1008,2013_1008,McClureE,ILF,4/26/13,8/13/10,165,0,sBlood,S-M4384,S-N3095,NIH_Leech_Microbiome,Control,EMbeat ,061313JB092913,2013_1011,McClureE,7.8,Phusion,151309,McClureE,2013_1017,Gel,Unk,140113_M00704_0074_000000000-A62D4,16Sv4,287,519F/806R
A0dF100813EMb-iD148,A0dF100813EMb,Sample,A,Hverbana,USA042613F,,2013,A0dF100813EMb,USA,McClureE,Animal,Control2013_1008,2013_1008,McClureE,ILF,4/26/13,8/13/10,165,0,sBlood,S-M4384,S-N3095,NIH_Leech_Microbiome,Control,EMbeat ,061313JB092913,2013_1011,McClureE,6.36,Phusion,151309,McClureE,2014_0412,,45,140428_M00704_0080_000000000-A6E26,16Sv4,287,519F/806R
A2dF101013EM-iD2-292,A2dF101013EM,PosControl,A,Hverbana,USA042613F,,2013,A2dF101013EM,USA,McClureE,Animal,Control2013_1010,2013_1010,McClureE,ILF,4/26/13,8/13/10,167,2,sBlood,S-M4384,S-N3095,NIH_Leech_Microbiome,Control,EMbeat ,061313JB092913,2013_1011,McClureE,5.44,Phusion,271607,McClureE,2016_1222,QIAxcel,1.98,161223_M03075_0094_000000000-ARN4N,16Sv4,287,519F/806R
A7dF101513EMID104,A7dF101513EM,Sample,A,Hverbana,USA042613F,,2013,A7dF101513EM,USA,McClureE,Animal,Control2013_1015,2013_1015,McClureE,ILF,4/26/13,8/13/10,172,7,sBlood,S-M4384,S-N3095,NIH_Leech_Microbiome,Control,EMbeat ,061313JB092913,2013_1018,McClureE,3.94,Phusion,,McClureE,,,Unk,140113_M00704_0074_000000000-A62D4,16Sv4,287,519F/806R
MA,MA,Sample,A,Mdecora,MA2012,June,2012,NA,GrotonMA,NelsonM,Animal,MANelson2012_0601,2012_0601,NelsonM,ILF,none,none,0,none,none,none,none,NIH_Leech_Microbiome,ControlNelson,Nelson,Nelson2012,2012_0606,NelsonM,0.351,NA,NA,NelsonM,2013_0430,NA,Unk,NA,16Sv4,287,519F/806R
W66A-ILF,W66A,Sample,A,Mdecora,Wlot2012,June,2012,NA,Wlot,NelsonM,Animal,Wlot2012_0601,2012_0601,NelsonM,ILF,none,none,0,none,none,none,none,NIH_Leech_Microbiome,ControlNelson,MasterPure,Nelson,2012_0606,NelsonM,15.63,NA,NA,NelsonM,2013_0430,NA,Unk,NA,16Sv4,287,519F/806R
W66A-INT,W66A,Sample,A,Mdecora,Wlot2012,July,2012,NA,Wlot,NelsonM,Animal,Wlot2012_0601,2012_0601,NelsonM,Intestinum,none,none,0,none,none,none,none,NIH_Leech_Microbiome,ControlNelson,MasterPure,Nelson,2012_0606,NelsonM,NA,NA,NA,NelsonM,2013_0430,NA,Unk,NA,16Sv4,287,519F/806R
W66B-ILF,W66B,Sample,A,Mdecora,Wlot2012,August,2012,NA,Wlot,NelsonM,Animal,Wlot2012_0601,2012_0601,NelsonM,ILF,none,none,0,none,none,none,none,NIH_Leech_Microbiome,ControlNelson,MasterPure,Nelson,2012_0606,NelsonM,7.37,NA,NA,NelsonM,2013_0430,NA,Unk,NA,16Sv4,287,519F/806R
W66B-INT,W66B,Sample,A,Mdecora,Wlot2012,September,2012,NA,Wlot,NelsonM,Animal,Wlot2012_0601,2012_0601,NelsonM,Bladder,none,none,0,none,none,none,none,NIH_Leech_Microbiome,ControlNelson,MasterPure,Nelson,2012_0606,NelsonM,43.7,NA,NA,NelsonM,2013_0430,NA,Unk,NA,16Sv4,287,519F/806R
W66C-I,W66C,Sample,A,Mdecora,Wlot2012,October,2012,NA,Wlot,NelsonM,Animal,Wlot2012_0601,2012_0601,NelsonM,ILF,none,none,0,none,none,none,none,NIH_Leech_Microbiome,ControlNelson,MasterPure,Nelson,2012_0606,NelsonM,5.1,NA,NA,NelsonM,2013_0430,NA,Unk,NA,16Sv4,287,519F/806R
W77A-I,W77A,Sample,A,Mdecora,Wlot2012,July,2012,NA,Wlot,NelsonM,Animal,Wlot2012_0715,2012_0717,NelsonM,ILF,none,none,0,none,none,none,none,NIH_Leech_Microbiome,ControlNelson,MasterPure_column,Nelson2012,2012_0718,NelsonM,35.83,NA,NA,NelsonM,2013_0430,NA,Unk,NA,16Sv4,287,519F/806R
W77A-N,W77A,Sample,A,Mdecora,Wlot2012,July,2012,NA,Wlot,NelsonM,Animal,Wlot2012_0715,2012_0717,NelsonM,Intestinum,none,none,0,none,none,none,none,NIH_Leech_Microbiome,ControlNelson,MasterPure_column,Nelson2012,2012_0718,NelsonM,10.47,NA,NA,NelsonM,2013_0430,NA,Unk,NA,16Sv4,287,519F/806R
W77B-N,W77B,Sample,A,Mdecora,Wlot2012,July,2012,NA,Wlot,NelsonM,Animal,Wlot2012_0715,2012_0717,NelsonM,Intestinum,none,none,0,none,none,none,none,NIH_Leech_Microbiome,ControlNelson,MasterPure_column,Nelson2012,2012_0718,NelsonM,47.07,NA,NA,NelsonM,2013_0430,NA,Unk,NA,16Sv4,287,519F/806R
W99A-N,W99A,Sample,A,Mdecora,Wlot2012,September,2012,NA,Wlot,NelsonM,Animal,Wlot2012_0907,2012_0911,NelsonM,Intestinum,none,none,0,none,none,none,none,NIH_Leech_Microbiome,ControlNelson,MasterPure_column,Nelson2012,2012_0917,NelsonM,29.2,NA,NA,NelsonM,2013_0430,NA,Unk,NA,16Sv4,287,519F/806R
W99C-Ib,W99C,Sample,A,Mdecora,Wlot2012,September,2012,NA,Wlot,NelsonM,Animal,Wlot2012_0907,2012_0911,NelsonM,ILF,none,none,0,none,none,none,none,NIH_Leech_Microbiome,ControlNelson,MasterPure_column,Nelson2012,2012_0912,NelsonM,29.9,NA,NA,NelsonM,2013_0430,NA,Unk,NA,16Sv4,287,519F/806R
W99C-N,W99C,Sample,A,Mdecora,Wlot2012,September,2012,NA,Wlot,NelsonM,Animal,Wlot2012_0907,2012_0911,NelsonM,Intestinum,none,none,0,none,none,none,none,NIH_Leech_Microbiome,ControlNelson,MasterPure_column,Nelson2012,2012_0917,NelsonM,27.3,NA,NA,NelsonM,2013_0430,NA,Unk,NA,16Sv4,287,519F/806R
W6F9C-Ib,W6F9C,Sample,A,Mdecora,Wlot2012,June,2012,NA,Wlot,NelsonM,Animal,Wlot2012_0601,2012_0911,NelsonM,ILF,2012_0811,none,31,none,sBlood,SK7228,none,NIH_Leech_Microbiome,ControlNelson,MasterPure_column,Nelson2012,2012_0912,NelsonM,7.69,NA,NA,NelsonM,2013_0430,NA,Unk,NA,16Sv4,287,519F/806R
W6F9C-N,W6F9C,Sample,A,Mdecora,Wlot2012,June,2012,NA,Wlot,NelsonM,Animal,Wlot2012_0601,2012_0911,NelsonM,Intestinum,2012_0811,none,31,none,sBlood,SK7228,none,NIH_Leech_Microbiome,ControlNelson,MasterPure_column,Nelson2012,2012_0917,NelsonM,39.7,NA,NA,NelsonM,2013_0430,NA,Unk,NA,16Sv4,287,519F/806R
WO6A-I,WO6A,Sample,A,Mdecora,Wlot2011,July,2011,NA,Wlot,NelsonM,Animal,Wlot2011_0721,2012_0601,NelsonM,ILF,2012_0209,none,113,none,sBlood,SJ8927,none,NIH_Leech_Microbiome,ControlNelson,MasterPure_column,Nelson2012,2012_0718,NelsonM,18.27,NA,NA,NelsonM,2013_0430,NA,Unk,NA,16Sv4,287,519F/806R
WO6B-I,WO6B,Sample,A,Mdecora,Wlot2011,July,2011,NA,Wlot,NelsonM,Animal,Wlot2011_0721,2012_0601,NelsonM,ILF,2012_0209,none,113,none,sBlood,SJ8927,none,NIH_Leech_Microbiome,ControlNelson,MasterPure_column,Nelson2012,2012_0718,NelsonM,15.67,NA,NA,NelsonM,2013_0430,NA,Unk,NA,16Sv4,287,519F/806R
WO6C-I,WO6C,Sample,A,Mdecora,Wlot2011,July,2011,NA,Wlot,NelsonM,Animal,Wlot2011_0721,2012_0601,NelsonM,ILF,2012_0209,none,113,none,sBlood,SJ8927,none,NIH_Leech_Microbiome,ControlNelson,MasterPure_column,Nelson2012,2012_0718,NelsonM,20.13,NA,NA,NelsonM,2013_0430,NA,Unk,NA,16Sv4,287,519F/806R
WO9A-Ia,WO9A,Sample,A,Mdecora,Wlot2011,July,2011,NA,Wlot,NelsonM,Animal,Wlot2011_0721,2012_0911,NelsonM,ILF,2012_0209,none,215,none,sBlood,SJ8927,none,NIH_Leech_Microbiome,ControlNelson,MasterPure_column,Nelson2012,2012_0912,NelsonM,15,NA,NA,NelsonM,2013_0430,NA,Unk,NA,16Sv4,287,519F/806R
W7FFB-Ic,W7FFB,Sample,A,Mdecora,Wlot2012,July,2012,NA,Wlot,NelsonM,Animal,Wlot2012_0715,2013_0408,NelsonM,ILF,none,none,265,Unk,sBlood,Unk,Unk,NIH_Leech_Microbiome,ControlNelson,MasterPure_column,Nelson2013,2013_0408,NelsonM,34.8,NA,NA,NelsonM,2013_0430,NA,Unk,NA,16Sv4,287,519F/806R
MAa0dF110814EMa-uD575,MAa0dF110814EMa,Sample,A,Mdecora,Macro_2014,October,2014,MAa0dF110814EMa,Wlot,McClureE,Animal,MacroAdult2014_1108,2014_1108,McClureE,Intestinum,1/14/11,none,0,none,sBlood,14K20708,14K20708,NIH_Leech_Microbiome,MacroAdult,EMbeat ,121214EM102617,2017_1104,McClureE,2,Phusion,291704,McClureE,2017_1108,QIAxcel,0.97,171110_M03075_0167_000000000-B6GCW,16Sv4,287,519F/806R
MAa0dF110814EMb-uD551,MAa0dF110814EMb,Sample,A,Mdecora,Macro_2014,October,2014,MAa0dF110814EMb,Wlot,McClureE,Animal,MacroAdult2014_1108,2014_1108,McClureE,Intestinum,1/14/11,none,0,none,sBlood,14K20708,14K20708,NIH_Leech_Microbiome,MacroAdult,EMbeat ,121214EM102617,2017_1104,McClureE,3.99,Phusion,291704,McClureE,2017_1108,QIAxcel,3.17,171110_M03075_0167_000000000-B6GCW,16Sv4,287,519F/806R
MAa0dF110814EMbID,MAa0dF110814EMb,Sample,A,Mdecora,Macro_2014,October,2014,MAa0dF110814EMb,Wlot,McClureE,Animal,MacroAdult2014_1108,2014_1108,McClureE,Bladder,11/1/14,none,0,none,sBlood,14K20708,none,NIH_Leech_Microbiome,MacroAdult,EMbeat ,121214EM020415,2015_0325,LinA,2.23,Phusion,10010076,McClureE,2018_1105,Qubit,1.56,181109_M03075_0240_000000000-C2NFM,16Sv4,287,519F/806R
